subject	screen_resolution	total_time	image_load	age	gender-categorical	gender-free-response	ethnicity	race	education	free-response
i0r8hlejxp0h44sk6ryrcmhb	[768, 1366]	506.1	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	Changing the background color might make the puzzles a little easier to focus on instead of the white on white.
i2ajh2skb76hwnie3rv3vl5f	[864, 1536]	382.149	True	48	Male		Not Hispanic or Latino	['White']	Associate degree	
i2i239ol3f0ie67ekfoadw2e	[800, 1280]	267.178	True	21	Female		Not Hispanic or Latino	['White']	Bachelor degree	
i32eyt18hfgpxxz0w4ncciq3	[1080, 1920]	345.674	True	27	Female		Not Hispanic or Latino	['White']	High school	
i38qt443du08nbbw9d9hcyh7	[657, 1366]	581.472	True	32	Male		Not Hispanic or Latino	['White']	Master degree or higher	N0
i3ejcln7nd4h57e09ykjyx76	[1080, 1920]	500.524	True	44	Male		Not Hispanic or Latino	['White']	Bachelor degree	
i6wkhc488kf6tkv286h83ko8	[900, 1440]	485.424	True	18	Male		Not Hispanic or Latino	['White']	High school	This was an actual fun study! Didn't feel like work at all.
i7ipu4xe318k8k6h9a0dg63k	[900, 1440]	436.39	True	18	Male		Not Hispanic or Latino	['White']	Some college	
i8bu263uo7fdg08swmegdkma	[900, 1440]	435.079	True	19	Male		Not Hispanic or Latino	['Asian']	Some college	
ics5v5pbvd3yftebrz1a41li	[864, 1536]	613.254	True	39	Male		Not Hispanic or Latino	['White']	Master degree or higher	no
id81ehgah6f6a3c4i8ylyp4b	[1440, 2560]	376.117	True	47	Male		Not Hispanic or Latino	['White']	High school	no coment
igd10gndx7ii7uqf26eqs75p	[1024, 1280]	405.068	True	18	Male		Not Hispanic or Latino	['White']	Some college	
ilswa1taczugh1qrxzb99kh8	[768, 1366]	319.44	True	26	Female		Not Hispanic or Latino	['White']	Bachelor degree	
io6ih8gdu16ravkom65428yy	[900, 1440]	365.306	True	21	Female		Not Hispanic or Latino	['American Indian/Alaska Native', 'White']	Bachelor degree	
iomh78i7h6nh2v0kb54gdbux	[864, 1536]	539.885	True	27	Male		Rather not say	['Rather not say']	Some college	
iqiu17nsh7x9nps1kegka46e	[768, 1366]	407.298	True	21	Female		Hispanic or Latino	['White']	High school	
iqzqc9sjiflfd8lbbtyq6hsu	[960, 1536]	305.085	True	20	Female		Not Hispanic or Latino	['White']	Bachelor degree	this was very challenging 
irnft15fp2p3fhf7d5f3agze	[900, 1440]	487.392	True	19	Female		Not Hispanic or Latino	['White']	Some college	
isshwe8oj9kgfn4iy6bp29ec	[1080, 1920]	404.543	True	18	Male		Not Hispanic or Latino	['Black or African American']	High school	This was fun
iutic4e6kp6tew1sk6fnf0qx	[819, 2049]	165.552	True	39	Male		Not Hispanic or Latino	['White']	Master degree or higher	
ivya1n2y7lxbs7cvzz2fg763	[864, 1536]	445.99	True	18	Male		Not Hispanic or Latino	['White']	High school	
iwjenztubpybq8epo459irnu	[900, 1440]	329.459	True	26	Male		Not Hispanic or Latino	['Black or African American']	Bachelor degree	
iyffgyj41dfhsmks29cshfkq	[800, 1280]	270.441	True	18	Male		Hispanic or Latino	['Rather not say']	Some college	
j05g37w77dq7ufwhtozecv54	[912, 1368]	414.596	True	25	Male		Not Hispanic or Latino	['White']	Bachelor degree	this was fun
j0sqix616fqa4pdbu0ab9z6a	[864, 1536]	383.463	True	27	Female		Not Hispanic or Latino	['White']	Bachelor degree	no comment
j1ak1n8jch6npeswoykd666h	[900, 1440]	237.171	True	19	Female		Not Hispanic or Latino	['White']	Some college	
j1nj33xq2lblefqzxscp39ws	[864, 1536]	419.679	True	25	Female		Not Hispanic or Latino	['White']	Bachelor degree	
j4c43dpxgguttyuloto79cgb	[750, 952]	344.85	True	22	Female		Hispanic or Latino	['White']	Bachelor degree	
j61z5j20l6urzh8b2sxe16vy	[1003, 1504]	349.022	True	30	Male		Not Hispanic or Latino	['White']	Bachelor degree	
j84q70ouh8xjdfihaqi7ift3	[768, 1366]	286.905	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	
jcuzfqtc6ix8gnt72cpgz18k	[900, 1440]	388.68	True	27	Female		Not Hispanic or Latino	['White']	Master degree or higher	
jea0sq62b0yc0gmldevem1c8	[864, 1536]	349.545	True	27	Male		Not Hispanic or Latino	['White']	Bachelor degree	
jfmalt9om4tuw2b54t412ksn	[768, 1366]	543.854	True	20	Male		Not Hispanic or Latino	['White']	Master degree or higher	
jfsnnu8f0p9njpnp6rc197y8	[768, 1366]	322.691	True	29	Female		Not Hispanic or Latino	['White']	Bachelor degree	
jh8qjw2rsec2bvnxzantsd8j	[800, 1422]	487.058	True	27	Male		Not Hispanic or Latino	['White']	Bachelor degree	
jilq8cphcluy2zhjbet32qcs	[768, 1366]	514.625	True	39	Male		Not Hispanic or Latino	['White']	Master degree or higher	
jjfnfw18g939gvyxorb47kzl	[1080, 1920]	349.556	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	
jk1soxtnejqhgu85oodl1f8a	[937, 1920]	367.307	True	22	Male		Not Hispanic or Latino	['White']	Some college	
jk1wgph1qllvjzgvdzpl45dr	[800, 1280]	369.992	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	That was quite difficult! As someone who has ADHD it was hard for me to focus with so many colors and shapes in the allotted amount of time. Maybe if there had been more time I would have been able to get more right, but I believe that that is an essential variable in this study. 
jl8x9j26pqmzu6kkqbzrm9oq	[912, 1368]	409.407	True	38	Female		Not Hispanic or Latino	['White']	Master degree or higher	
jm35w2st90386e0k3vb9y58w	[900, 1440]	410.762	True	25	Female		Not Hispanic or Latino	['White']	Master degree or higher	
jm8ew546gz82xetgzl45bnoj	[768, 1366]	643.669	True	18	Female		Not Hispanic or Latino	['White']	High school	
jmkp5q8bq4byn1487ad26jdb	[900, 1440]	354.167	True	19	Male		Not Hispanic or Latino	['White']	Some college	fun
jmx3ug312j14nagw4ajnovvb	[900, 1600]	501.956	True	49	Male		Not Hispanic or Latino	['White']	Bachelor degree	That was fun!
jp9lv6vatuhwc937881okhfe	[900, 1440]	332.031	True	20	Male		Hispanic or Latino	['White']	High school	
jrfwys6w8blwogavgrecg4ky	[768, 1366]	523.671	True	36	Male		Not Hispanic or Latino	['White']	Some college	Very hard to figure out in only 30 seconds.
jtav73lzywibtd2yaqxcgwav	[900, 1440]	291.408	True	22	Male		Not Hispanic or Latino	['White']	Some college	
jv21u26nphr3v0ll0aqzmgjt	[864, 1536]	382.764	True	24	Female		Hispanic or Latino	['Black or African American', 'White']	Master degree or higher	
jw0b27li9y08fwt3c1hlwde6	[900, 1440]	259.791	True	20	Female		Not Hispanic or Latino	['White']	Some college	
jw5oo0yhin4qimzacl6lb8h0	[900, 1440]	404.644	True	23	Female		Not Hispanic or Latino	['Asian']	Bachelor degree	
jwoxivsn1wx7j6ynxuw24lv7	[800, 1280]	341.441	True	33	Male		Not Hispanic or Latino	['White']	Associate degree	
jyelr9z8wzblfvz60r55tvmt	[1080, 2560]	145.917	True	22	Female		Hispanic or Latino	['White']	Master degree or higher	
jz2uiw571wp480ehc6zgcq8n	[768, 1366]	418.29	True	20	Other	Questioning, AMAB	Not Hispanic or Latino	['White']	Some college	Really great puzzles. Though I gotta say the practice puzzles didn't really prepare me for the actual puzzles. Lots more shapes involved. They did make me understand that I'm looking for patterns, but the patterns in the end were a lot more obscure than the practice ones.
jzhlr225coxisf9f1w0z51na	[834, 809]	374.437	True	27	Other	agender	Not Hispanic or Latino	['White']	Bachelor degree	
k08jrxs878op37qksq3qlf7r	[631, 1588]	315.049	True	37	Male		Not Hispanic or Latino	['White']	Master degree or higher	nice
k2iv23u57llhwhicbrfx83sd	[864, 1536]	409.367	True	48	Male		Not Hispanic or Latino	['White']	Some college	
k3bot146pfmji26jx7mdpx99	[900, 1440]	425.525	True	21	Female		Not Hispanic or Latino	['White']	Associate degree	
k63nm6xu53y22d5z40fjszis	[900, 1440]	487.974	True	23	Female		Not Hispanic or Latino	['Asian']	Bachelor degree	
k6fh1an6hst6mw751aa4lnju	[720, 1280]	501.368	True	21	Female		Not Hispanic or Latino	['White']	Some college	
k6kgwzdc5u4tva2hl2ggpyb0	[800, 1280]	520.87	True	67	Male		Not Hispanic or Latino	['White']	Master degree or higher	nice study
k96wsef1uvtw2k1coek7xzll	[800, 1280]	298.114	True	23	Female		Not Hispanic or Latino	['White']	Bachelor degree	
k9nrrbxe40yo6i2w7iaim9gn	[900, 1440]	385.654	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	
kc0xdzmg8c721vp7p0g57vxt	[900, 1440]	440.342	True	21	Female		Hispanic or Latino	['White']	Some college	
kc2gslvz38kes9lud3v9nyi1	[768, 1366]	354.101	True	32	Male		Hispanic or Latino	['White']	Master degree or higher	
kcc2epaykkdqi0059b3744mg	[800, 1280]	422.559	True	27	Male		Not Hispanic or Latino	['White']	Bachelor degree	NA
kcm26ywva9a56n9g1yvaseq0	[900, 1440]	318.452	True	24	Female		Not Hispanic or Latino	['White']	Master degree or higher	
khec27df802wf0g001zdobn1	[720, 1280]	325.998	True	52	Male		Not Hispanic or Latino	['White']	Master degree or higher	NA
kjug4mgepjzfvvg01oodd05x	[1080, 1920]	424.052	True	35	Female		Not Hispanic or Latino	['White']	Bachelor degree	
kk3fnz2y79llszrouyupfsfe	[720, 1280]	302.21	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	n/a
klg7fy2e4s5kygsji811ww1l	[900, 1600]	444.263	True	25	Male		Not Hispanic or Latino	['White']	Master degree or higher	no comment
km7jn4cvosfye4pvrwxbeqlg	[678, 1378]	336.594	True	27	Male		Hispanic or Latino	['White']	Bachelor degree	
knecwp679n8ghawea6q3yt8b	[800, 1280]	362.711	True	18	Female		Not Hispanic or Latino	['Asian', 'White']	High school	
kodjqo0xmu9cvybi9g9hih3m	[900, 1440]	355.232	True	22	Female		Not Hispanic or Latino	['White']	Some college	
koksi5htb27chpv8izz0q9qg	[1080, 1920]	268.718	True	40	Male		Not Hispanic or Latino	['White']	Associate degree	
kpz18lr2nwh8g86rivuimsuu	[864, 1536]	449.437	True	22	Male		Not Hispanic or Latino	['White']	Bachelor degree	
kqfg0mfqia8f2impzazbgsz8	[900, 1440]	416.439	True	41	Male		Not Hispanic or Latino	['White']	Master degree or higher	Nice study
ktow6kw8aysm42c0aj1m7xt1	[768, 1366]	469.668	True	22	Male		Not Hispanic or Latino	['White']	Some college	
kyz5q4faoecd304rsxiae9nd	[768, 1366]	343.64	True	21	Male		Not Hispanic or Latino	['White']	Associate degree	
l0rkr2a96xlipsol8wudfvs0	[900, 1440]	279.366	True	19	Female		Not Hispanic or Latino	['White']	Some college	
l17esoy8522slwizblysi54z	[900, 1440]	488.221	True	25	Female		Not Hispanic or Latino	['White']	Master degree or higher	might be helpful to have the countdown the whole time or not at all
l3fjxmpgvhqd62lh4ygdosn4	[900, 1440]	253.464	True	21	Female		Not Hispanic or Latino	['White']	Bachelor degree	More time allowance per puzzle; i.e. 1 minute each.
l5yqrlkph4s42j6htb0nvxha	[720, 1280]	238.362	True	53	Male		Not Hispanic or Latino	['White']	Master degree or higher	NA
l78dc56ar7ap42gfqe5gx52z	[720, 1280]	392.972	True	22	Male		Hispanic or Latino	['Rather not say']	Bachelor degree	
l7oxme1020sph88dta19e34m	[864, 1536]	444.362	True	18	Male		Not Hispanic or Latino	['Asian']	High school	It would be nice to have a timer than starts from 30
l9kljxhr127ktygvd9qqzyl7	[900, 1440]	420.807	True	20	Female		Not Hispanic or Latino	['White']	Some college	no comment
ld7rurmkbqrlgs8uhuk3ronr	[969, 1920]	423.867	True	25	Male		Not Hispanic or Latino	['White']	Bachelor degree	
ldpc5n99w6gkzs6bp0s9ir3e	[1080, 1920]	470.96	True	21	Female		Not Hispanic or Latino	['White']	Some college	no comment
leuwb844q32tbk0e3bu4t41m	[900, 1440]	321.868	True	21	Male		Not Hispanic or Latino	['White']	Some college	
lhal8ik1dey46k0wqix8sosa	[1080, 1920]	350.19	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	
lhn9nbcx2c912zadbrh6t8v5	[1080, 1920]	457.035	True	19	Female		Not Hispanic or Latino	['Asian']	Bachelor degree	
lhyb1408gv6hehkjosvvw05c	[1080, 1920]	394.114	True	20	Male		Not Hispanic or Latino	['White']	Some college	
lne6b2sc369e77qndf805b3r	[900, 1440]	377.245	True	26	Female		Not Hispanic or Latino	['White']	Bachelor degree	n/a
lngzox5bj2d35flsl8kxlsqw	[864, 1536]	285.615	True	19	Female		Not Hispanic or Latino	['White']	Some college	:)
lourr98z7q0puhk3us67jqo3	[912, 1368]	278.826	True	23	Other	genderfluid	Not Hispanic or Latino	['White']	Some college	
lqboe02t5dcbukhh6szfez8n	[900, 1440]	195.11	True	25	Female		Not Hispanic or Latino	['White']	Bachelor degree	
lrbc9ul7jb1toqh4v7rrznq5	[768, 1366]	444.657	True	24	Rather not say		Hispanic or Latino	['Rather not say']	Associate degree	
lrqwr6lwgjobc51tpb2c9xcr	[900, 1440]	335.014	True	19	Other	Nonbinary	Not Hispanic or Latino	['White']	Some college	
ls3pfibflf24z8rfbd1k0aqr	[1080, 1920]	365.456	True	19	Male		Not Hispanic or Latino	['White']	High school	
lvi5uyy62oqz8ezppjb5hqma	[1050, 1680]	482.438	True	27	Male		Not Hispanic or Latino	['White']	Bachelor degree	
lx3g3bv04t3mr2okswk2n8i0	[1080, 1920]	239.411	True	23	Female		Not Hispanic or Latino	['White']	Bachelor degree	
m0iroajletpt2lvlzd7n5aqg	[1003, 1504]	364.986	True	26	Male		Not Hispanic or Latino	['White']	Master degree or higher	
m2877mwt8rbnu5gl6hf0f4tn	[1918, 981]	221.287	True	35	Male		Not Hispanic or Latino	['Black or African American']	Bachelor degree	None thanks 
m3954mo4pkct7zqrbrhf515w	[1080, 1920]	409.041	True	22	Female		Not Hispanic or Latino	['White']	Some college	
m7ml1hwaw9rcn9rygsaymswi	[900, 1440]	355.962	True	19	Female		Not Hispanic or Latino	['White']	Some college	
m8l8odayjdj3ruw1v91dp1bu	[900, 1440]	347.323	True	26	Female		Not Hispanic or Latino	['White']	Bachelor degree	
maxu3x178x01fcwm0ji8qklm	[864, 1536]	254.505	True	18	Male		Hispanic or Latino	['American Indian/Alaska Native']	High school	
md4bd2caz1ygjpybid7vwjuh	[800, 1280]	519.048	True	24	Male		Not Hispanic or Latino	['Asian']	Some college	interesting puzzles
meq54l6rdgct4th8fuicu8gx	[900, 1440]	457.652	True	22	Male		Not Hispanic or Latino	['White']	Bachelor degree	Super tricky!
mgzbsix8ml13gt64x03fjznz	[900, 1440]	389.816	True	20	Male		Not Hispanic or Latino	['White']	High school	
mjyltiv7dh6f92qp3hbxprb8	[864, 1536]	400.318	True	25	Male		Not Hispanic or Latino	['White']	Bachelor degree	
mk46f942z1ceqyjd1hyt69zh	[864, 1536]	306.3	True	26	Male		Not Hispanic or Latino	['White']	Bachelor degree	Harder than the MENSA pre-test! 
mntyrnyptu7qqmuo91pcobp4	[1440, 2560]	185.911	True	25	Female		Not Hispanic or Latino	['White']	Master degree or higher	
mpe8k5rz40v86rg5156bk0n3	[800, 1422]	326.63	True	20	Male		Not Hispanic or Latino	['Asian']	High school	
mpkpgpnt7xcg2asn923jgdqq	[1152, 2049]	182.471	True	36	Female		Not Hispanic or Latino	['Black or African American']	Master degree or higher	
msl06qxu4wbbhyad3znlym9r	[864, 1536]	330.845	True	20	Male		Not Hispanic or Latino	['White']	Some college	
mtke25uo3280avubnsxutnnu	[864, 1536]	285.535	True	19	Male		Not Hispanic or Latino	['White']	Some college	
mve82ia7hk2o8gxhbur1gamc	[800, 1280]	344.892	True	30	Female		Not Hispanic or Latino	['White']	Some college	
mwdlqj9cqjexto0k2m6vlx1f	[864, 1536]	244.775	True	20	Female		Not Hispanic or Latino	['White']	Some college	
mwlmovhzdreuz608emm5c168	[768, 1366]	498.486	True	28	Male		Not Hispanic or Latino	['Black or African American']	Bachelor degree	
mxlmjd44p6himfpjh91z6fmh	[900, 1440]	306.36	True	18	Female		Not Hispanic or Latino	['White']	High school	none
n0j766vxuq6aq3qtqwrilhmp	[900, 1440]	271.596	True	18	Female		Not Hispanic or Latino	['White']	High school	no comment
n14t0ymfo8ely4zdy29ulv8g	[900, 1440]	421.085	True	35	Male		Not Hispanic or Latino	['White']	Master degree or higher	
n1f6eryhbbwbcbw94euhxg19	[900, 1440]	386.457	True	21	Male		Not Hispanic or Latino	['White']	Some college	
n3ut6nx7z6sse9zwp516drxr	[1080, 1920]	485.718	True	25	Male		Hispanic or Latino	['White']	Some college	no comment
n3yir0mho6jsrz6wg7udgufo	[900, 1440]	434.275	True	18	Female		Not Hispanic or Latino	['White']	High school	Very clear images. Easy to understand instructions
n63idqo92li7kaqqw7masjwq	[900, 1600]	518.678	True	18	Female		Not Hispanic or Latino	['White']	High school	No comment
n7m5wixm1zaclp187n88f3gc	[1440, 3440]	366.92	True	24	Male		Not Hispanic or Latino	['White']	Bachelor degree	no comments
n96vswaif3ulj6q1q6vu0kqd	[768, 1366]	365.341	True	36	Male		Not Hispanic or Latino	['White']	Master degree or higher	
na3ym0knose6but5an64stam	[864, 1536]	349.34	True	19	Male		Hispanic or Latino	['White']	Some college	
na7s8tyky4mtxz53vxrnlnkx	[768, 1366]	355.353	True	20	Male		Not Hispanic or Latino	['Black or African American', 'White']	Some college	no comment
naejt0lpbz1pyan0kra2451d	[900, 1440]	285.961	True	21	Female		Not Hispanic or Latino	['White']	Some college	
nb4v84vbhb8iyhhar368g0g8	[1440, 2560]	376.448	True	21	Female		Hispanic or Latino	['White']	Some college	
nbt33et2oe3snb3wggo7h8rs	[1080, 1920]	473.198	True	24	Male		Hispanic or Latino	['White']	Bachelor degree	
necm8o0d3jvf7uyccz3g51mb	[864, 1536]	410.017	True	18	Female		Not Hispanic or Latino	['Black or African American']	Associate degree	
nhl8x7eujej6gd2jj5s0qe0n	[864, 1536]	348.818	True	19	Female		Not Hispanic or Latino	['Asian']	Some college	
nhtv3g24wnf425xez99mubxv	[1080, 1920]	470.619	True	27	Female		Not Hispanic or Latino	['White']	Master degree or higher	Some of the patterns were hard to pickup on with only 30 seconds...but I suppose that might have been part of the design intention :)
nkqid0cn75gfpgt5htojb9nu	[900, 1440]	237.13	True	19	Female		Unknown	['White']	High school	
nl03aokfbrgf832h7a8fzfls	[864, 1536]	289.258	True	18	Female		Not Hispanic or Latino	['White']	High school	
nl0jyy0xszfffzlbkuveh336	[900, 1440]	470.844	True	20	Female		Not Hispanic or Latino	['White']	Associate degree	none
nnbpf3cs8crba2hqfievmmws	[864, 1536]	500.052	True	19	Male		Not Hispanic or Latino	['White']	Some college	I am not convinced that there were patterns in the images.
nnpnxu035nr2jn47p9hb4mwn	[1440, 2560]	462.086	True	20	Male		Not Hispanic or Latino	['White']	High school	
no79r17gbmsnfaxmsvt2x282	[900, 1440]	441.601	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	
noiqmbscbspfc2y0y6vznv56	[858, 1525]	426.289	True	44	Male		Not Hispanic or Latino	['White']	Master degree or higher	Interesting
npkn4iwennf0cinvblqnkvna	[864, 1536]	298.157	True	30	Male		Not Hispanic or Latino	['White']	Master degree or higher	
nr0bhsx29bitsjt5agofl2xp	[900, 1440]	428.123	True	23	Female		Not Hispanic or Latino	['White']	Bachelor degree	
nt17df92nh15u5kuepgd2zdf	[864, 1536]	254.824	True	21	Female		Not Hispanic or Latino	['White']	High school	No comment
nv667shab57egd7g3ncul495	[720, 1280]	239.542	True	53	Male		Not Hispanic or Latino	['White']	Master degree or higher	NA
nx3vumnvmjwvjatnrxnvfqab	[900, 1440]	375.01	True	21	Female		Not Hispanic or Latino	['White']	Associate degree	
ny2r7p9gfpb4g3ohrv61kmgx	[912, 1368]	406.256	True	21	Female		Hispanic or Latino	['White']	Bachelor degree	
nyp0x0lmeq7m879smonj6vrk	[960, 1707]	514.476	True	35	Male		Not Hispanic or Latino	['White']	Associate degree	
o1tos2nwwrata0b3klg441yd	[864, 1536]	450.626	True	18	Male		Not Hispanic or Latino	['White']	Some college	
o7hgvk3h6aowiopffw7p938l	[1920, 1080]	213.465	True	18	Female		Not Hispanic or Latino	['White']	Some college	
o7n6ozmpmpwzjvrvr1yytrwm	[864, 1536]	338.442	True	26	Female		Not Hispanic or Latino	['White']	Bachelor degree	
o8umkr95qyly8rgf0rtmcy3s	[864, 1536]	184.754	True	24	Female		Hispanic or Latino	['White']	Some college	no comment
o9miomtb3mn9v5vsryhadm2u	[1080, 1920]	304.178	True	35	Male		Not Hispanic or Latino	['Asian']	Some college	no comment
ocanhvhg30leak7ex0xpi5hq	[900, 1440]	382.615	True	21	Male		Not Hispanic or Latino	['Asian']	Bachelor degree	
oevt4l3i1drw88b245fiauez	[800, 1280]	520.66	True	23	Male		Hispanic or Latino	['White']	Bachelor degree	
ok87f166tplnhejuz7yp63uk	[1568, 980]	217.832	True	37	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	
ongrwq33bi7cdwlh5bt0he7a	[853, 1517]	401.367	True	41	Male		Not Hispanic or Latino	['White']	Master degree or higher	
os36a81toy3zuqad24e8dtc1	[800, 1422]	395.363	True	22	Male		Not Hispanic or Latino	['White']	Some college	
ossnddhxij8isfps0srjzpau	[1080, 1920]	378.56	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	
otm2dayq6chz01zfbqkgks2d	[1080, 1920]	363.227	True	25	Male		Not Hispanic or Latino	['White']	Some college	
ouw6wphsab42qxavim9erpan	[900, 1440]	422.876	True	25	Female		Not Hispanic or Latino	['White']	Bachelor degree	
ovx7ikbmmf6md5l0p23t67sz	[683, 1708]	352.62	True	45	Male		Not Hispanic or Latino	['White']	Master degree or higher	no comment
owqpf659onftyp18ksy7ksrd	[900, 1440]	414.476	True	21	Female		Not Hispanic or Latino	['Asian']	High school	
oz9hqthy74lrv45itbc7rlyh	[864, 1536]	323.915	True	20	Female		Not Hispanic or Latino	['White']	Some college	
p0gubdem9cy31mmst2ju5xfa	[1080, 1920]	533.56	True	67	Male		Not Hispanic or Latino	['White']	Master degree or higher	wow. some were really tough, took a while to get some rhythm going. thanks! 
p0zfz586atp2z9eeyuic1z0j	[1200, 1920]	414.778	True	25	Male		Not Hispanic or Latino	['Black or African American']	Bachelor degree	N/A
p160r00itrmxr9ncm3cop402	[800, 1422]	286.131	True	21	Female		Not Hispanic or Latino	['White']	Some college	
p2fjrflncvz6cnssj5zuodug	[900, 1440]	508.644	True	21	Male		Not Hispanic or Latino	['White']	Bachelor degree	
p2gx2i4tp0sbon7r3746jdl1	[720, 1280]	323.837	True	18	Female		Not Hispanic or Latino	['White']	Some college	
p7i7qssivxd7zlsvcmqmplgl	[864, 1536]	396.562	True	22	Male		Not Hispanic or Latino	['American Indian/Alaska Native', 'White']	Some college	
p7xey9ossdviiivxkbbwirvl	[800, 1280]	427.091	True	20	Male		Not Hispanic or Latino	['White']	Some college	
p8q6xgeuz66a7fiaq9l4ldi7	[1080, 1920]	370.027	True	20	Female		Not Hispanic or Latino	['White']	Some college	
p95yqapklgt5g9gjw5r5tucl	[800, 1422]	381.635	True	20	Female		Hispanic or Latino	['White']	Some college	
pahgiz79e3lnlf65cru472aa	[768, 1366]	197.488	True	47	Male		Not Hispanic or Latino	['White']	Master degree or higher	
pcoe9w68pra5y46bb60p4z2h	[1080, 1920]	320.886	True	25	Female		Not Hispanic or Latino	['White']	Bachelor degree	That was the most difficult pattern study I've ever done. Fun though!
pcrwm8admq6a6k5hka26ouu9	[1841, 980]	408.902	True	30	Male		Not Hispanic or Latino	['White']	Master degree or higher	Interesting
pf395xh1g6bbc99zqja4aow5	[1080, 1920]	354.93	True	22	Male		Not Hispanic or Latino	['White']	Some college	
phn90p3430q5bahnnidc70w9	[1786, 980]	332.731	True	38	Female		Not Hispanic or Latino	['White']	Bachelor degree	
phy0n8m41hplzy9qx3z4ofek	[1050, 1680]	212.45	True	20	Female		Hispanic or Latino	['White']	Some college	
pig2ct90qeloylu8x9ggbg5s	[810, 1080]	401.263	True	25	Female		Not Hispanic or Latino	['White']	Bachelor degree	
pjpf4gpn7em7dthvmn4t51ca	[800, 1422]	522.842	True	25	Male		Not Hispanic or Latino	['White']	Master degree or higher	n/a; everything was clear to me
pjvbs9rsw6va3122ewavzsw2	[735, 1307]	411.053	True	35	Female		Not Hispanic or Latino	['White']	Some college	The pressure of the timer makes it harder. 
pktxlw3e866n17d1conf4eac	[900, 1440]	489.21	True	18	Male		Hispanic or Latino	['White']	High school	No
pokdue7ffjs11ut01tlbz8vd	[1050, 1680]	513.498	True	37	Female		Not Hispanic or Latino	['White']	Some college	
ppgaa4b9lf025gzc9hwou4mw	[768, 1366]	337.821	True	31	Female		Not Hispanic or Latino	['White']	Associate degree	
pqt1rngu144as559m4e40nhw	[864, 1536]	305.422	True	20	Female		Not Hispanic or Latino	['White']	Some college	
prdofq7u9tkkvkck8m7xie8w	[1003, 1504]	322.732	True	18	Female		Not Hispanic or Latino	['White']	Some college	
prkhyfa6fd5ayfeikqca3qfy	[912, 1368]	290.261	True	27	Female		Not Hispanic or Latino	['White']	Master degree or higher	
ps64gfysthazzxn96y0ivvxo	[912, 1368]	423.029	True	24	Female		Not Hispanic or Latino	['White']	Master degree or higher	
psu9ejb0nod8jsjnr4lr1udy	[768, 1366]	273.874	True	20	Female		Not Hispanic or Latino	['White']	Some college	
pt74ju3ssmmsbuuyghetggkp	[1120, 1792]	333.596	True	20	Female		Not Hispanic or Latino	['White']	Some college	no
ptw5g0wqht0etqejsth5t9ee	[900, 1440]	344.921	True	22	Female		Not Hispanic or Latino	['White']	Some college	the images were good sizes
pviq9pv56md70gx26p60e6t9	[900, 1440]	297.978	True	18	Female		Not Hispanic or Latino	['White']	High school	
pw1r7b35dloiewu9o3f7gbmq	[864, 1536]	303.997	True	18	Female		Not Hispanic or Latino	['White']	High school	
pwd1b6aratre0yutqmtt2lia	[1080, 1920]	276.049	True	42	Male		Not Hispanic or Latino	['White']	Master degree or higher	
px4ju8r61ybcynbetn4fpkpu	[900, 1440]	394.795	True	20	Female		Not Hispanic or Latino	['White']	Some college	
pyq2w5429fdj2ghgjt4qbnoa	[1928, 980]	504.51	True	32	Male		Not Hispanic or Latino	['White']	Bachelor degree	The puzzle was great
pz33t09htiil1kzttvp8hrqd	[900, 1440]	376.809	True	29	Female		Not Hispanic or Latino	['White']	Bachelor degree	
pzomn4d304twbs33rvirrj41	[1080, 1920]	432.263	True	39	Female		Hispanic or Latino	['White']	Some college	
q038vq6hv85iqgrq1wr7akl9	[1440, 2560]	289.256	True	30	Female		Not Hispanic or Latino	['White']	Bachelor degree	that was fun!
q185wqohhj40gf05yv020g8m	[720, 1280]	311.302	True	26	Male		Rather not say	['Rather not say']	Bachelor degree	
qdjjtxzsv2173385x11av6qm	[800, 1280]	326.531	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	
qg7y6akl8otxgjz8r4xwjlp6	[768, 1366]	455.133	True	38	Male		Not Hispanic or Latino	['White']	Master degree or higher	
qht4u6pdz1yplbciantlfleg	[853, 1517]	430.252	True	21	Male		Not Hispanic or Latino	['White']	High school	
qihx5unmoy0nkmmv0u2da7h2	[900, 1440]	424.582	True	24	Female		Not Hispanic or Latino	['American Indian/Alaska Native', 'Asian', 'White']	Bachelor degree	very engaging! I liked this survey a lot!
qkflu15ih48pyx6llghsjhmu	[768, 1366]	364.679	True	30	Male		Not Hispanic or Latino	['Black or African American']	Associate degree	
qkp881homezaqofyo5k476xs	[960, 1536]	188.94	True	19	Female		Not Hispanic or Latino	['White']	High school	
qljtqe2mz191ug4t0t8d6ty0	[900, 1440]	369.485	True	20	Female		Not Hispanic or Latino	['White']	Some college	
